city,datetime,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,us_aqi,date
Kolkata,2026-09-02 23:00:00,50.8,58.1,440.0,20.3,14.3,48.0,87,2026-09-02
Kolkata,2026-09-03 00:00:00,48.1,55.3,355.0,18.6,13.4,51.0,90,2026-09-03
Kolkata,2026-09-03 01:00:00,45.4,52.6,278.0,16.6,12.6,55.0,93,2026-09-03
Kolkata,2026-09-03 02:00:00,42.8,49.8,233.0,14.7,11.8,59.0,95,2026-09-03
Kolkata,2026-09-03 03:00:00,36.3,42.1,224.0,13.1,10.6,63.0,97,2026-09-03
Kolkata,2026-09-03 04:00:00,30.4,35.3,248.0,11.7,9.4,66.0,99,2026-09-03
Kolkata,2026-09-03 05:00:00,29.0,31.9,316.0,10.4,8.8,73.0,100,2026-09-03
Kolkata,2026-09-03 06:00:00,33.5,36.8,480.0,10.7,11.0,76.0,101,2026-09-03
Kolkata,2026-09-03 07:00:00,32.0,36.0,688.0,11.0,14.0,82.0,102,2026-09-03
Kolkata,2026-09-03 08:00:00,29.5,34.2,797.0,10.6,16.7,93.0,103,2026-09-03
Kolkata,2026-09-03 09:00:00,29.0,33.8,713.0,8.6,18.7,117.0,104,2026-09-03
Kolkata,2026-09-03 10:00:00,29.6,34.3,531.0,5.8,20.3,147.0,105,2026-09-03
Kolkata,2026-09-03 11:00:00,30.9,35.5,387.0,3.9,21.0,166.0,105,2026-09-03
Kolkata,2026-09-03 12:00:00,32.0,37.4,332.0,3.3,20.5,167.0,105,2026-09-03
Kolkata,2026-09-03 13:00:00,31.9,38.8,316.0,3.6,19.0,158.0,105,2026-09-03
Kolkata,2026-09-03 14:00:00,32.1,40.9,329.0,4.7,17.5,145.0,105,2026-09-03
Kolkata,2026-09-03 15:00:00,33.9,43.5,386.0,7.4,15.9,127.0,106,2026-09-03
Kolkata,2026-09-03 16:00:00,36.0,46.2,471.0,10.9,14.2,106.0,106,2026-09-03
Kolkata,2026-09-03 17:00:00,32.4,44.9,530.0,9.1,9.1,92.0,108,2026-09-03
Kolkata,2026-09-03 18:00:00,32.9,43.7,539.0,9.8,9.7,87.0,106,2026-09-03
Kolkata,2026-09-03 19:00:00,33.6,43.2,522.0,10.8,10.4,79.0,105,2026-09-03
Kolkata,2026-09-03 20:00:00,32.7,41.4,496.0,11.5,10.7,73.0,104,2026-09-03
Kolkata,2026-09-03 21:00:00,31.2,38.8,465.0,11.5,10.2,70.0,102,2026-09-03
Kolkata,2026-09-03 22:00:00,29.6,36.2,425.0,11.1,9.4,68.0,100,2026-09-03
Kolkata,2026-09-03 23:00:00,26.4,32.1,386.0,10.7,8.6,67.0,98,2026-09-03
Kolkata,2026-09-04 00:00:00,24.5,29.6,344.0,10.1,8.0,67.0,96,2026-09-04
Kolkata,2026-09-04 01:00:00,23.2,27.9,302.0,9.5,7.5,67.0,94,2026-09-04
Kolkata,2026-09-04 02:00:00,20.7,24.5,280.0,9.5,7.4,66.0,92,2026-09-04
Kolkata,2026-09-04 03:00:00,20.4,23.8,289.0,11.0,7.7,59.0,91,2026-09-04
Kolkata,2026-09-04 04:00:00,21.5,25.1,318.0,13.2,8.3,51.0,89,2026-09-04
Kolkata,2026-09-04 05:00:00,21.1,24.2,347.0,13.1,9.6,57.0,89,2026-09-04
Kolkata,2026-09-04 06:00:00,26.6,29.3,379.0,11.0,11.6,73.0,88,2026-09-04
Kolkata,2026-09-04 07:00:00,26.2,31.0,413.0,8.2,14.4,96.0,88,2026-09-04
Kolkata,2026-09-04 08:00:00,26.5,32.0,422.0,5.8,16.3,116.0,87,2026-09-04
Kolkata,2026-09-04 09:00:00,26.5,32.0,383.0,4.3,16.5,131.0,87,2026-09-04
Kolkata,2026-09-04 10:00:00,27.4,32.5,319.0,3.4,15.9,142.0,87,2026-09-04
Kolkata,2026-09-04 11:00:00,27.3,32.0,281.0,2.8,15.2,149.0,86,2026-09-04
Kolkata,2026-09-04 12:00:00,26.8,31.3,285.0,2.5,14.6,150.0,86,2026-09-04
Kolkata,2026-09-04 13:00:00,27.6,31.9,314.0,2.5,13.9,146.0,86,2026-09-04
Kolkata,2026-09-04 14:00:00,26.3,30.4,368.0,3.5,13.2,137.0,85,2026-09-04
Kolkata,2026-09-04 15:00:00,25.5,29.0,468.0,6.0,12.4,121.0,93,2026-09-04
Kolkata,2026-09-04 16:00:00,25.7,28.4,593.0,9.4,11.6,102.0,99,2026-09-04
Kolkata,2026-09-04 17:00:00,29.2,34.5,675.0,8.1,11.7,102.0,96,2026-09-04
Kolkata,2026-09-04 18:00:00,32.5,37.8,681.0,9.8,12.5,95.0,90,2026-09-04
Kolkata,2026-09-04 19:00:00,34.8,40.0,643.0,12.1,13.4,85.0,83,2026-09-04
Kolkata,2026-09-04 20:00:00,35.7,40.4,596.0,13.7,13.8,76.0,83,2026-09-04
Kolkata,2026-09-04 21:00:00,36.0,40.4,548.0,14.2,13.1,69.0,84,2026-09-04
Kolkata,2026-09-04 22:00:00,33.9,38.1,490.0,14.1,11.7,64.0,84,2026-09-04
Kolkata,2026-09-04 23:00:00,30.5,34.5,429.0,13.4,10.3,62.0,84,2026-09-04
Kolkata,2026-09-05 00:00:00,26.5,30.0,356.0,11.5,8.7,65.0,85,2026-09-05
Kolkata,2026-09-05 01:00:00,21.7,24.7,280.0,9.0,7.1,71.0,85,2026-09-05
Kolkata,2026-09-05 02:00:00,18.5,21.1,234.0,7.4,6.1,75.0,85,2026-09-05
Kolkata,2026-09-05 03:00:00,18.3,20.8,233.0,7.8,6.1,72.0,84,2026-09-05
Kolkata,2026-09-05 04:00:00,19.2,21.9,264.0,9.2,6.7,67.0,84,2026-09-05
Kolkata,2026-09-05 05:00:00,22.1,25.4,316.0,11.0,9.5,65.0,84,2026-09-05
Kolkata,2026-09-05 06:00:00,26.3,29.3,416.0,9.5,11.0,79.0,84,2026-09-05
Kolkata,2026-09-05 07:00:00,27.2,32.9,538.0,7.3,13.1,98.0,84,2026-09-05
Kolkata,2026-09-05 08:00:00,28.7,36.2,598.0,5.5,14.5,114.0,84,2026-09-05
Kolkata,2026-09-05 09:00:00,30.3,38.6,535.0,4.2,14.7,125.0,84,2026-09-05
Kolkata,2026-09-05 10:00:00,30.4,38.6,409.0,3.2,14.4,134.0,85,2026-09-05
Kolkata,2026-09-05 11:00:00,30.2,38.3,322.0,2.6,13.8,139.0,85,2026-09-05
Kolkata,2026-09-05 12:00:00,29.9,38.0,314.0,2.2,13.1,140.0,85,2026-09-05
Kolkata,2026-09-05 13:00:00,29.5,37.5,343.0,2.1,12.3,137.0,85,2026-09-05
Kolkata,2026-09-05 14:00:00,29.8,38.3,390.0,3.1,11.6,130.0,86,2026-09-05
Kolkata,2026-09-05 15:00:00,28.2,35.0,457.0,6.1,11.0,115.0,86,2026-09-05
Kolkata,2026-09-05 16:00:00,27.1,32.7,540.0,10.2,10.4,94.0,86,2026-09-05
Kolkata,2026-09-05 17:00:00,31.4,36.1,608.0,11.2,10.2,82.0,86,2026-09-05
Kolkata,2026-09-05 18:00:00,35.4,40.2,660.0,12.6,11.2,77.0,86,2026-09-05
Kolkata,2026-09-05 19:00:00,37.3,42.1,696.0,14.5,12.5,69.0,87,2026-09-05
Kolkata,2026-09-05 20:00:00,37.7,42.8,689.0,15.4,13.0,64.0,87,2026-09-05
Kolkata,2026-09-05 21:00:00,37.4,42.5,609.0,14.4,11.9,63.0,87,2026-09-05
Kolkata,2026-09-05 22:00:00,34.3,39.6,485.0,12.4,10.0,65.0,87,2026-09-05
Kolkata,2026-09-05 23:00:00,29.9,35.2,379.0,10.6,8.4,67.0,87,2026-09-05
Kolkata,2026-09-06 00:00:00,27.0,32.1,308.0,9.3,7.5,68.0,87,2026-09-06
Kolkata,2026-09-06 01:00:00,25.3,30.6,254.0,8.3,7.0,69.0,87,2026-09-06
Kolkata,2026-09-06 02:00:00,24.2,29.5,226.0,7.8,6.8,69.0,87,2026-09-06
Kolkata,2026-09-06 03:00:00,23.4,28.2,231.0,8.6,7.1,66.0,88,2026-09-06
Kolkata,2026-09-06 04:00:00,23.2,27.7,262.0,10.0,7.7,63.0,88,2026-09-06
Kolkata,2026-09-06 05:00:00,31.2,35.9,306.0,10.7,9.9,66.0,89,2026-09-06
Kolkata,2026-09-06 06:00:00,34.9,38.6,376.0,9.1,11.3,80.0,89,2026-09-06
Kolkata,2026-09-06 07:00:00,34.7,40.7,459.0,6.9,13.2,100.0,90,2026-09-06
Kolkata,2026-09-06 08:00:00,36.9,46.2,502.0,5.1,14.5,116.0,91,2026-09-06
Kolkata,2026-09-06 09:00:00,39.0,52.6,469.0,4.0,14.8,125.0,91,2026-09-06
Kolkata,2026-09-06 10:00:00,38.3,53.4,395.0,3.3,14.4,131.0,92,2026-09-06
Kolkata,2026-09-06 11:00:00,36.3,51.0,340.0,2.9,13.7,133.0,92,2026-09-06
Kolkata,2026-09-06 12:00:00,33.6,46.8,320.0,2.7,12.4,130.0,93,2026-09-06
Kolkata,2026-09-06 13:00:00,32.4,44.2,319.0,2.8,10.6,122.0,93,2026-09-06
Kolkata,2026-09-06 14:00:00,30.5,40.0,338.0,3.6,9.6,113.0,93,2026-09-06
Kolkata,2026-09-06 15:00:00,30.9,37.8,397.0,5.7,9.8,102.0,94,2026-09-06
Kolkata,2026-09-06 16:00:00,32.2,38.4,477.0,8.4,10.6,91.0,94,2026-09-06
Kolkata,2026-09-06 17:00:00,32.1,38.9,527.0,9.2,11.4,90.0,94,2026-09-06
Kolkata,2026-09-06 18:00:00,33.8,38.9,517.0,10.2,12.5,86.0,94,2026-09-06
Kolkata,2026-09-06 19:00:00,35.0,39.3,478.0,11.6,13.9,80.0,94,2026-09-06
Kolkata,2026-09-06 20:00:00,34.3,38.2,444.0,12.2,14.5,77.0,94,2026-09-06
Kolkata,2026-09-06 21:00:00,32.6,36.4,432.0,11.2,13.3,79.0,94,2026-09-06
Kolkata,2026-09-06 22:00:00,29.7,34.0,426.0,9.5,11.3,84.0,93,2026-09-06
Kolkata,2026-09-06 23:00:00,25.4,29.6,416.0,8.3,9.6,86.0,93,2026-09-06
Kolkata,2026-09-07 00:00:00,25.4,29.9,394.0,8.2,8.7,83.0,93,2026-09-07
Kolkata,2026-09-07 01:00:00,25.3,29.9,369.0,8.8,8.2,78.0,92,2026-09-07
Kolkata,2026-09-07 02:00:00,23.7,27.0,354.0,9.7,8.0,72.0,92,2026-09-07
Kolkata,2026-09-07 03:00:00,25.2,28.4,351.0,11.4,8.1,63.0,92,2026-09-07
Kolkata,2026-09-07 04:00:00,26.1,29.4,359.0,13.5,8.6,53.0,93,2026-09-07
Kolkata,2026-09-07 05:00:00,20.6,24.2,383.0,9.7,8.2,71.0,93,2026-09-07
Kolkata,2026-09-07 06:00:00,23.5,26.9,447.0,9.0,9.2,79.0,92,2026-09-07
Kolkata,2026-09-07 07:00:00,26.0,29.7,527.0,7.9,10.6,91.0,91,2026-09-07
Kolkata,2026-09-07 08:00:00,26.6,31.2,562.0,6.7,11.9,105.0,90,2026-09-07
Kolkata,2026-09-07 09:00:00,28.8,34.0,505.0,5.3,12.9,122.0,90,2026-09-07
Kolkata,2026-09-07 10:00:00,30.6,35.9,403.0,3.7,13.8,140.0,89,2026-09-07
Kolkata,2026-09-07 11:00:00,32.6,37.7,336.0,2.8,14.4,152.0,88,2026-09-07
Kolkata,2026-09-07 12:00:00,34.8,39.6,337.0,2.7,14.6,153.0,88,2026-09-07
Kolkata,2026-09-07 13:00:00,33.9,38.0,374.0,3.3,14.5,147.0,88,2026-09-07
Kolkata,2026-09-07 14:00:00,31.8,35.2,422.0,4.5,13.9,137.0,88,2026-09-07
Kolkata,2026-09-07 15:00:00,28.3,30.6,464.0,6.7,12.1,121.0,89,2026-09-07
Kolkata,2026-09-07 16:00:00,27.8,29.8,518.0,9.4,9.7,101.0,96,2026-09-07
Kolkata,2026-09-07 17:00:00,28.1,30.3,619.0,9.7,7.5,88.0,95,2026-09-07
Kolkata,2026-09-07 18:00:00,29.2,30.5,820.0,11.8,9.4,83.0,88,2026-09-07
Kolkata,2026-09-07 19:00:00,32.2,33.5,1066.0,14.7,12.0,77.0,87,2026-09-07
Kolkata,2026-09-07 20:00:00,34.7,36.0,1231.0,17.2,14.2,70.0,87,2026-09-07
Kolkata,2026-09-07 21:00:00,38.9,40.2,1259.0,19.2,15.5,62.0,87,2026-09-07
Kolkata,2026-09-07 22:00:00,41.8,43.0,1205.0,20.8,16.4,55.0,87,2026-09-07
Kolkata,2026-09-07 23:00:00,42.0,43.2,1104.0,21.4,16.8,49.0,88,2026-09-07
Kolkata,2026-09-08 00:00:00,41.3,42.4,931.0,19.9,16.4,48.0,89,2026-09-08
Kolkata,2026-09-08 01:00:00,41.1,42.1,712.0,17.4,15.5,49.0,91,2026-09-08
Kolkata,2026-09-08 02:00:00,42.5,43.7,556.0,16.0,15.2,49.0,92,2026-09-08
Kolkata,2026-09-08 03:00:00,44.8,46.1,520.0,17.3,16.1,45.0,93,2026-09-08
Kolkata,2026-09-08 04:00:00,48.0,49.4,548.0,19.8,17.6,40.0,95,2026-09-08
Kolkata,2026-09-08 05:00:00,47.4,48.8,577.0,18.3,13.9,40.0,97,2026-09-08
Kolkata,2026-09-08 06:00:00,50.5,52.2,588.0,15.7,14.5,59.0,99,2026-09-08
Kolkata,2026-09-08 07:00:00,41.8,43.9,600.0,12.2,15.3,86.0,101,2026-09-08
Kolkata,2026-09-08 08:00:00,38.1,40.5,608.0,9.2,16.2,111.0,103,2026-09-08
Kolkata,2026-09-08 09:00:00,36.9,39.5,610.0,7.3,17.4,135.0,104,2026-09-08
Kolkata,2026-09-08 10:00:00,38.5,41.1,609.0,6.0,18.7,159.0,105,2026-09-08
Kolkata,2026-09-08 11:00:00,39.6,41.9,604.0,5.3,18.9,170.0,106,2026-09-08
Kolkata,2026-09-08 12:00:00,38.2,40.5,584.0,5.1,17.2,162.0,106,2026-09-08
Kolkata,2026-09-08 13:00:00,35.0,37.1,560.0,5.5,14.5,142.0,107,2026-09-08
Kolkata,2026-09-08 14:00:00,30.6,32.5,571.0,6.5,12.4,123.0,107,2026-09-08
Kolkata,2026-09-08 15:00:00,25.0,26.5,631.0,7.8,11.4,111.0,107,2026-09-08
Kolkata,2026-09-08 16:00:00,23.6,25.3,725.0,9.7,11.1,99.0,106,2026-09-08
Kolkata,2026-09-08 17:00:00,42.1,44.7,848.0,12.6,15.1,119.0,106,2026-09-08
Kolkata,2026-09-08 18:00:00,44.5,46.9,1045.0,15.6,16.2,103.0,107,2026-09-08
Kolkata,2026-09-08 19:00:00,49.7,52.0,1271.0,19.8,17.9,80.0,109,2026-09-08
Kolkata,2026-09-08 20:00:00,57.6,59.8,1382.0,23.7,19.5,62.0,111,2026-09-08
Kolkata,2026-09-08 21:00:00,62.4,64.5,1289.0,27.0,21.1,54.0,113,2026-09-08
Kolkata,2026-09-08 22:00:00,68.5,70.5,1080.0,30.0,22.7,50.0,116,2026-09-08
Kolkata,2026-09-08 23:00:00,70.8,72.9,879.0,31.5,23.7,48.0,119,2026-09-08
Kolkata,2026-09-09 00:00:00,71.2,73.6,711.0,30.7,23.9,46.0,122,2026-09-09
Kolkata,2026-09-09 01:00:00,71.9,73.8,549.0,28.4,23.4,45.0,125,2026-09-09
Kolkata,2026-09-09 02:00:00,69.8,71.7,438.0,25.7,22.5,46.0,128,2026-09-09
Kolkata,2026-09-09 03:00:00,64.3,65.7,401.0,22.8,20.5,47.0,131,2026-09-09
Kolkata,2026-09-09 04:00:00,37.8,38.8,413.0,19.5,18.0,50.0,133,2026-09-09
Kolkata,2026-09-09 05:00:00,65.4,66.6,450.0,24.3,24.9,46.0,132,2026-09-09
Kolkata,2026-09-09 06:00:00,61.9,63.1,525.0,21.5,27.4,70.0,134,2026-09-09
Kolkata,2026-09-09 07:00:00,54.9,56.1,623.0,17.4,30.8,104.0,135,2026-09-09
Kolkata,2026-09-09 08:00:00,49.0,50.2,675.0,13.6,32.8,135.0,136,2026-09-09
Kolkata,2026-09-09 09:00:00,48.7,49.8,635.0,10.1,32.1,160.0,137,2026-09-09
Kolkata,2026-09-09 10:00:00,48.4,49.7,548.0,6.9,30.1,183.0,138,2026-09-09
Kolkata,2026-09-09 11:00:00,48.0,49.4,483.0,4.6,28.2,200.0,139,2026-09-09
Kolkata,2026-09-09 12:00:00,49.4,50.6,456.0,3.8,27.3,213.0,140,2026-09-09
Kolkata,2026-09-09 13:00:00,49.9,51.1,450.0,3.9,26.5,220.0,142,2026-09-09
Kolkata,2026-09-09 14:00:00,48.3,49.5,488.0,4.8,25.0,216.0,143,2026-09-09
Kolkata,2026-09-09 15:00:00,45.6,46.7,617.0,6.6,21.9,191.0,166,2026-09-09
Kolkata,2026-09-09 16:00:00,43.3,44.1,788.0,9.0,18.0,155.0,180,2026-09-09
Kolkata,2026-09-09 17:00:00,32.2,32.8,882.0,12.8,12.4,102.0,183,2026-09-09
Kolkata,2026-09-09 18:00:00,35.0,35.9,821.0,15.0,14.1,93.0,173,2026-09-09
Kolkata,2026-09-09 19:00:00,38.3,39.2,682.0,18.1,16.5,79.0,159,2026-09-09
Kolkata,2026-09-09 20:00:00,42.8,43.8,572.0,21.2,18.6,67.0,146,2026-09-09
Kolkata,2026-09-09 21:00:00,49.1,50.1,538.0,24.6,20.2,57.0,144,2026-09-09
Kolkata,2026-09-09 22:00:00,52.0,53.0,533.0,28.0,21.4,47.0,143,2026-09-09
Kolkata,2026-09-09 23:00:00,53.3,54.1,525.0,30.0,22.1,40.0,141,2026-09-09
Kolkata,2026-09-10 00:00:00,53.1,53.9,502.0,29.6,21.9,36.0,139,2026-09-10
Kolkata,2026-09-10 01:00:00,48.8,49.6,477.0,27.8,21.1,34.0,138,2026-09-10
Kolkata,2026-09-10 02:00:00,43.8,44.5,454.0,25.5,20.0,34.0,135,2026-09-10
Kolkata,2026-09-10 03:00:00,38.4,39.2,436.0,23.2,18.6,35.0,132,2026-09-10
Kolkata,2026-09-10 04:00:00,32.9,33.8,421.0,20.5,17.0,38.0,130,2026-09-10
Kolkata,2026-09-10 05:00:00,32.9,33.5,410.0,19.7,19.7,42.0,129,2026-09-10
Kolkata,2026-09-10 06:00:00,28.1,28.9,411.0,16.2,18.5,60.0,126,2026-09-10
Kolkata,2026-09-10 07:00:00,21.9,22.9,416.0,11.4,16.9,85.0,122,2026-09-10
Kolkata,2026-09-10 08:00:00,19.2,20.1,405.0,7.4,15.3,106.0,119,2026-09-10
Kolkata,2026-09-10 09:00:00,16.4,17.2,357.0,5.2,13.9,119.0,116,2026-09-10
Kolkata,2026-09-10 10:00:00,14.1,14.8,293.0,3.9,12.6,127.0,112,2026-09-10
Kolkata,2026-09-10 11:00:00,12.5,13.2,252.0,3.2,11.2,127.0,109,2026-09-10
Kolkata,2026-09-10 12:00:00,10.7,11.3,246.0,3.0,9.5,115.0,105,2026-09-10
Kolkata,2026-09-10 13:00:00,8.6,9.0,264.0,3.5,7.7,96.0,101,2026-09-10
Kolkata,2026-09-10 14:00:00,8.3,8.7,310.0,4.8,6.8,79.0,98,2026-09-10
Kolkata,2026-09-10 15:00:00,8.1,8.9,412.0,7.2,7.3,70.0,94,2026-09-10
Kolkata,2026-09-10 16:00:00,9.6,10.4,542.0,10.4,8.8,63.0,91,2026-09-10
Kolkata,2026-09-10 17:00:00,9.5,10.2,626.0,11.1,7.7,62.0,89,2026-09-10
Kolkata,2026-09-10 18:00:00,13.9,14.6,625.0,12.3,8.9,61.0,87,2026-09-10
Kolkata,2026-09-10 19:00:00,14.9,15.8,579.0,13.9,10.5,60.0,85,2026-09-10
Kolkata,2026-09-10 20:00:00,14.8,15.7,528.0,15.1,11.6,58.0,84,2026-09-10
Kolkata,2026-09-10 21:00:00,16.4,17.3,486.0,15.7,11.8,56.0,81,2026-09-10
Kolkata,2026-09-10 22:00:00,16.5,17.5,439.0,15.8,11.5,54.0,79,2026-09-10
Kolkata,2026-09-10 23:00:00,13.9,14.9,390.0,15.3,11.0,53.0,76,2026-09-10
Kolkata,2026-09-11 00:00:00,12.1,13.2,331.0,13.9,10.4,54.0,73,2026-09-11
Kolkata,2026-09-11 01:00:00,10.9,12.0,269.0,11.8,9.6,56.0,70,2026-09-11
Kolkata,2026-09-11 02:00:00,10.1,11.2,225.0,10.0,8.7,58.0,67,2026-09-11
Kolkata,2026-09-11 03:00:00,9.7,10.9,210.0,8.8,7.6,59.0,64,2026-09-11
Kolkata,2026-09-11 04:00:00,9.2,10.4,214.0,7.9,6.5,61.0,62,2026-09-11
Kolkata,2026-09-11 05:00:00,7.6,8.7,225.0,6.1,6.5,77.0,60,2026-09-11
Kolkata,2026-09-11 06:00:00,8.5,9.4,245.0,6.1,7.0,80.0,58,2026-09-11
Kolkata,2026-09-11 07:00:00,9.0,9.9,271.0,6.0,7.7,84.0,56,2026-09-11
Kolkata,2026-09-11 08:00:00,9.2,10.4,287.0,5.6,8.1,89.0,55,2026-09-11
Kolkata,2026-09-11 09:00:00,8.0,9.2,282.0,4.6,7.9,95.0,55,2026-09-11
Kolkata,2026-09-11 10:00:00,6.9,7.7,266.0,3.3,7.3,101.0,54,2026-09-11
Kolkata,2026-09-11 11:00:00,6.5,7.2,256.0,2.5,6.7,104.0,53,2026-09-11
Kolkata,2026-09-11 12:00:00,6.5,7.2,251.0,2.4,6.1,102.0,53,2026-09-11
Kolkata,2026-09-11 13:00:00,6.9,7.7,252.0,2.7,5.5,96.0,53,2026-09-11
Kolkata,2026-09-11 14:00:00,8.6,9.5,270.0,3.5,5.2,89.0,52,2026-09-11
Kolkata,2026-09-11 15:00:00,9.6,10.4,329.0,5.2,5.4,81.0,52,2026-09-11
Kolkata,2026-09-11 16:00:00,9.9,10.7,407.0,7.4,5.9,71.0,53,2026-09-11
Kolkata,2026-09-11 17:00:00,12.5,14.5,448.0,8.2,6.9,70.0,53,2026-09-11
Kolkata,2026-09-11 18:00:00,14.3,16.0,416.0,8.3,7.3,67.0,53,2026-09-11
Kolkata,2026-09-11 19:00:00,14.6,16.6,348.0,8.3,7.8,63.0,53,2026-09-11
Kolkata,2026-09-11 20:00:00,14.1,16.4,294.0,8.3,8.0,59.0,53,2026-09-11
Kolkata,2026-09-11 21:00:00,13.6,15.9,281.0,8.1,7.7,56.0,53,2026-09-11
Kolkata,2026-09-11 22:00:00,12.4,14.7,284.0,7.8,7.0,53.0,53,2026-09-11
Kolkata,2026-09-11 23:00:00,10.6,12.8,275.0,7.7,6.6,50.0,52,2026-09-11
Kolkata,2026-09-12 00:00:00,9.8,11.9,238.0,7.9,6.6,46.0,52,2026-09-12
Kolkata,2026-09-12 01:00:00,9.8,11.8,190.0,8.3,6.7,43.0,52,2026-09-12
Kolkata,2026-09-12 02:00:00,9.6,11.6,156.0,8.5,6.8,41.0,52,2026-09-12
Kolkata,2026-09-12 03:00:00,9.2,11.4,146.0,8.3,6.6,43.0,52,2026-09-12
Kolkata,2026-09-12 04:00:00,8.7,10.9,151.0,7.8,6.3,47.0,52,2026-09-12
Kolkata,2026-09-12 05:00:00,9.0,10.9,165.0,8.2,6.7,47.0,52,2026-09-12
Kolkata,2026-09-12 06:00:00,10.8,13.2,197.0,7.3,7.1,54.0,52,2026-09-12
Kolkata,2026-09-12 07:00:00,10.9,13.5,240.0,6.0,7.6,65.0,52,2026-09-12
Kolkata,2026-09-12 08:00:00,10.9,14.0,264.0,4.9,8.0,74.0,52,2026-09-12
Kolkata,2026-09-12 09:00:00,10.6,13.8,252.0,4.0,8.2,81.0,52,2026-09-12
Kolkata,2026-09-12 10:00:00,10.6,13.8,223.0,3.3,8.4,86.0,52,2026-09-12
Kolkata,2026-09-12 11:00:00,10.0,12.9,203.0,2.9,8.2,88.0,53,2026-09-12
Kolkata,2026-09-12 12:00:00,9.3,11.6,194.0,3.1,7.5,84.0,53,2026-09-12
Kolkata,2026-09-12 13:00:00,8.5,9.9,194.0,3.6,6.6,76.0,53,2026-09-12
Kolkata,2026-09-12 14:00:00,8.3,9.5,228.0,4.5,5.9,69.0,53,2026-09-12
Kolkata,2026-09-12 15:00:00,7.8,9.1,331.0,5.9,5.8,64.0,53,2026-09-12
Kolkata,2026-09-12 16:00:00,8.0,9.1,468.0,7.6,5.9,59.0,53,2026-09-12
Kolkata,2026-09-12 17:00:00,10.0,11.6,558.0,8.9,5.7,51.0,53,2026-09-12
Kolkata,2026-09-12 18:00:00,10.4,11.7,558.0,9.5,6.5,49.0,53,2026-09-12
Kolkata,2026-09-12 19:00:00,12.0,13.2,512.0,10.4,7.6,46.0,52,2026-09-12
Kolkata,2026-09-12 20:00:00,13.4,14.6,470.0,11.1,8.3,43.0,52,2026-09-12
Kolkata,2026-09-12 21:00:00,14.5,15.7,457.0,11.5,8.3,41.0,52,2026-09-12
Kolkata,2026-09-12 22:00:00,14.6,15.8,448.0,11.8,7.9,38.0,52,2026-09-12
Kolkata,2026-09-12 23:00:00,13.1,14.4,416.0,12.0,7.6,36.0,52,2026-09-12
Kolkata,2026-09-13 00:00:00,12.3,13.7,334.0,12.1,7.5,34.0,53,2026-09-13
Kolkata,2026-09-13 01:00:00,12.1,13.6,229.0,12.2,7.5,31.0,53,2026-09-13
Kolkata,2026-09-13 02:00:00,12.5,14.0,159.0,12.5,7.7,29.0,53,2026-09-13
Kolkata,2026-09-13 03:00:00,12.6,14.2,158.0,13.8,8.1,25.0,53,2026-09-13
Kolkata,2026-09-13 04:00:00,13.0,14.6,193.0,15.4,8.7,21.0,54,2026-09-13
Kolkata,2026-09-13 05:00:00,11.4,12.5,221.0,12.2,7.1,27.0,54,2026-09-13
Kolkata,2026-09-13 06:00:00,14.9,16.2,227.0,10.0,7.9,40.0,54,2026-09-13
Kolkata,2026-09-13 07:00:00,12.2,14.2,226.0,6.9,9.1,59.0,54,2026-09-13
Kolkata,2026-09-13 08:00:00,9.8,12.1,221.0,4.4,10.1,76.0,54,2026-09-13
Kolkata,2026-09-13 09:00:00,10.5,13.2,208.0,3.1,10.9,92.0,54,2026-09-13
Kolkata,2026-09-13 10:00:00,10.7,13.5,190.0,2.5,11.6,107.0,54,2026-09-13
Kolkata,2026-09-13 11:00:00,10.9,13.4,185.0,2.2,11.7,116.0,54,2026-09-13
Kolkata,2026-09-13 12:00:00,11.1,13.2,197.0,2.1,10.9,116.0,54,2026-09-13
Kolkata,2026-09-13 13:00:00,10.7,12.7,221.0,2.2,9.6,109.0,55,2026-09-13
Kolkata,2026-09-13 14:00:00,10.2,11.8,257.0,3.0,8.4,98.0,55,2026-09-13
Kolkata,2026-09-13 15:00:00,7.8,8.9,308.0,4.3,7.0,81.0,55,2026-09-13
Kolkata,2026-09-13 16:00:00,6.1,7.0,370.0,6.2,5.7,59.0,55,2026-09-13
Kolkata,2026-09-13 17:00:00,10.8,12.0,438.0,8.1,6.7,52.0,55,2026-09-13
Kolkata,2026-09-13 18:00:00,17.7,18.9,524.0,12.6,9.7,44.0,55,2026-09-13
Kolkata,2026-09-13 19:00:00,25.6,27.1,615.0,18.8,13.9,33.0,55,2026-09-13
Kolkata,2026-09-13 20:00:00,29.8,31.4,662.0,24.1,17.2,24.0,56,2026-09-13
Kolkata,2026-09-13 21:00:00,34.6,36.3,633.0,27.1,18.7,20.0,58,2026-09-13
Kolkata,2026-09-13 22:00:00,40.6,42.5,560.0,29.1,19.4,17.0,59,2026-09-13
Kolkata,2026-09-13 23:00:00,37.0,39.1,489.0,31.1,20.0,15.0,61,2026-09-13
Pune,2026-08-15 00:00:00,4.5,5.9,134.0,8.3,5.9,35.0,35,2026-08-15
Pune,2026-08-15 01:00:00,3.2,4.4,118.0,6.9,5.4,37.0,35,2026-08-15
Pune,2026-08-15 02:00:00,2.8,4.1,106.0,5.7,4.9,38.0,34,2026-08-15
